iteration,clf__alpha,clf__l1_ratio,clf__n_iter,kbest__percentile,vec__max_df,vec__min_df,vec__ngram_range,vec__sublinear_tf,scores_10_fold_cv
546,3.51E-09,0.083721939,70,53.32178868,0.803259151,2,"(1, 3)",TRUE,0.953073473
547,2.53E-05,0.358097165,45,51.42748849,0.76685294,2,"(1, 3)",TRUE,0.962197953
548,6.57E-05,0.101929686,55,55.55294693,0.813779545,1,"(1, 1)",TRUE,0.960109982
549,6.29E-06,0.038811396,50,77.81644508,0.782679994,2,"(1, 2)",TRUE,0.96380964
550,3.77E-05,9.74E-05,75,60.62874128,0.756181722,2,"(1, 3)",TRUE,0.966663528
551,1.36E-05,0.223989735,30,63.3518571,0.734541014,2,"(1, 3)",FALSE,0.962304504
552,1.87E-05,0.119201885,25,72.81117446,0.747131538,2,"(1, 3)",TRUE,0.964216477
553,7.77E-06,0.267218247,45,60.95988469,0.75797673,3,"(1, 3)",TRUE,0.960579789
554,3.69E-05,0.054673728,75,54.33805998,0.746922985,2,"(1, 3)",TRUE,0.966172638
555,2.66E-06,0.020229497,55,68.10232809,0.738481073,2,"(1, 3)",TRUE,0.9642249
556,1.00E-05,0.141365882,45,50.03577928,0.755949385,2,"(1, 3)",TRUE,0.964194328
557,1.55E-07,0.075971543,30,56.67522034,0.723532,1,"(1, 1)",TRUE,0.942427212
558,1.60E-05,0.094791776,75,59.10861878,0.776666612,2,"(1, 2)",TRUE,0.964184152
559,2.68E-05,0.683305145,70,62.05336117,0.731114876,2,"(1, 3)",FALSE,0.958215104
560,4.15E-05,0.018996096,45,74.70726994,0.769737824,2,"(1, 3)",TRUE,0.966243582
561,3.20E-07,0.041915938,50,69.60326843,0.759187708,2,"(1, 3)",TRUE,0.953802317
562,3.60E-06,0.234092314,75,86.55273946,0.772651044,3,"(1, 3)",TRUE,0.960583087
563,2.06E-05,0.130536943,55,65.74179884,0.743117081,2,"(1, 3)",TRUE,0.964694205
564,8.66E-07,0.000211979,30,52.44808912,0.764395083,2,"(1, 3)",TRUE,0.95603894
565,1.23E-05,0.000176769,45,79.91242467,0.795462357,2,"(1, 3)",TRUE,0.965386382
566,7.94E-05,0.174121355,25,51.20113674,0.717597278,1,"(1, 1)",TRUE,0.959016506
567,5.52E-06,0.061788204,75,60.21312437,0.751657349,2,"(1, 2)",FALSE,0.96281025
568,3.18E-05,0.15610813,55,55.5021796,0.786621756,2,"(1, 3)",TRUE,0.964529048
569,4.42E-05,0.861450333,45,58.94831618,0.736303474,2,"(1, 3)",TRUE,0.956702578
570,4.55E-06,0.470819517,30,67.23151331,0.776602049,2,"(1, 3)",TRUE,0.957634836
571,2.40E-05,0.196782097,75,53.51144981,0.7261853,3,"(1, 3)",TRUE,0.963675335
572,2.08E-06,0.029235924,45,57.1682832,0.808664616,2,"(1, 3)",TRUE,0.963161051
573,7.12E-06,0.098758437,70,54.36644589,0.790538366,2,"(1, 3)",TRUE,0.964040536
574,1.40E-05,0.073955988,50,50.84150997,0.751718966,2,"(1, 3)",TRUE,0.96483189
575,1.93E-09,0.124658271,75,64.37405424,0.743731136,1,"(1, 3)",FALSE,0.955140267
576,1.76E-05,0.050946147,55,52.13090338,0.711484492,2,"(1, 1)",TRUE,0.954470711
577,9.91E-05,0.014658944,30,55.97058882,0.78203662,2,"(1, 2)",TRUE,0.965761481
578,6.43E-05,0.016105614,75,57.7814723,0.760726525,2,"(1, 3)",TRUE,0.966173948
579,7.97E-05,0.040929165,75,60.18947624,0.796720032,2,"(1, 3)",TRUE,0.965354146
580,5.16E-05,0.004971861,75,58.18666158,0.769402901,2,"(1, 3)",TRUE,0.966841687
581,3.54E-05,0.001635089,75,58.64816145,0.769263809,2,"(1, 3)",TRUE,0.966985832
582,4.83E-05,0.00117256,75,58.81001495,0.772656582,2,"(1, 3)",TRUE,0.967179837
583,5.42E-05,0.035721939,75,62.01294895,0.767813884,2,"(1, 3)",TRUE,0.966349371
584,4.76E-05,0.062157752,75,62.93559326,0.782086515,2,"(1, 3)",TRUE,0.965914246
585,2.88E-05,0.026145913,75,59.37915655,0.762895854,2,"(1, 3)",TRUE,0.966325723
586,7.10E-05,0.056950794,75,63.52579728,0.787476803,2,"(1, 3)",TRUE,0.965183722
587,3.57E-05,0.084515337,75,61.27499413,0.77321568,2,"(1, 3)",TRUE,0.965645977
588,4.58E-05,0.001031172,75,57.55240322,0.801817943,2,"(1, 3)",TRUE,0.967174258
589,6.27E-05,0.00111735,75,58.50257213,0.800181036,2,"(1, 3)",TRUE,0.966693902
590,9.96E-05,0.032239047,75,65.0505185,0.805059491,2,"(1, 3)",TRUE,0.965190464
591,2.85E-05,0.072859882,75,59.6035624,0.791806946,2,"(1, 3)",TRUE,0.965587898
592,4.32E-05,0.107170359,75,60.74283257,0.812370402,2,"(1, 3)",TRUE,0.965395778
593,2.42E-05,0.001494359,75,58.57883226,0.820798409,2,"(1, 3)",TRUE,0.965932697
594,8.04E-05,0.048495,75,62.26790726,0.796526197,2,"(1, 3)",TRUE,0.965281989
595,9.88E-05,0.08328507,75,57.39772515,0.803493731,2,"(1, 3)",TRUE,0.963709801
596,3.23E-05,0.018765406,75,63.18820092,0.778320081,2,"(1, 3)",TRUE,0.966369491
597,4.76E-05,0.000140403,75,61.42708833,0.815015504,2,"(1, 3)",TRUE,0.966748677
598,6.36E-05,0.037146857,75,64.21914899,0.790316765,2,"(1, 3)",TRUE,0.965786498
599,3.39E-05,0.10480993,75,56.35772055,0.807736621,2,"(1, 3)",TRUE,0.965443234
600,1.79E-05,0.062463976,75,59.54924167,0.765939785,2,"(1, 3)",TRUE,0.965467172
601,2.03E-08,0.016960901,75,58.42210501,0.751760557,2,"(1, 3)",TRUE,0.95406596
602,8.08E-05,0.093932553,75,55.09707055,0.827222058,2,"(1, 3)",TRUE,0.96463471
603,5.45E-05,0.00139677,75,57.15216906,0.783280464,2,"(1, 3)",TRUE,0.966689261
604,4.00E-05,0.049355018,75,61.90097182,0.820396368,2,"(1, 3)",TRUE,0.966049529
605,2.30E-05,0.128147816,75,60.02179384,0.800448954,2,"(1, 3)",TRUE,0.964855805
606,1.47E-05,0.02261112,75,65.38337785,0.778259305,2,"(1, 3)",TRUE,0.965660847
607,9.97E-05,0.073269678,75,57.77430914,0.807586728,2,"(1, 3)",TRUE,0.96406211
608,2.87E-05,0.036934989,75,56.09638371,0.795796847,2,"(1, 3)",TRUE,0.96615888
609,4.53E-05,0.001307602,75,58.99152477,0.771081708,2,"(1, 3)",TRUE,0.966440366
610,1.09E-05,0.110757399,75,60.8654036,0.746651793,2,"(1, 3)",TRUE,0.964596174
611,5.80E-05,0.149446511,75,63.80514899,0.758863043,2,"(1, 3)",TRUE,0.964070888
612,2.21E-05,0.08442931,75,55.15382038,0.831426002,2,"(1, 3)",TRUE,0.965871
613,3.52E-05,0.052820733,75,56.78298281,0.813767353,3,"(1, 3)",TRUE,0.965162972
614,7.84E-05,0.015748252,75,62.80465278,0.787624952,2,"(1, 3)",TRUE,0.96605916
615,9.91E-05,0.068544127,75,54.2352091,0.76965563,2,"(1, 3)",TRUE,0.964103961
616,6.65E-05,0.000624839,75,58.05298947,0.824563014,2,"(1, 3)",TRUE,0.966525982
617,1.73E-05,0.035930853,75,55.98583152,0.741149395,2,"(1, 3)",TRUE,0.966111965
618,2.71E-05,0.118748169,75,60.41073337,0.763474437,1,"(1, 1)",TRUE,0.957992352
619,4.68E-05,0.00029093,75,58.88053286,0.777851977,2,"(1, 2)",TRUE,0.966665584
620,1.29E-05,0.089529892,75,66.34986833,0.799514367,2,"(1, 3)",TRUE,0.964130939
621,1.97E-05,0.13495739,75,68.586195,0.755544994,2,"(1, 3)",FALSE,0.963821496
622,3.76E-05,0.056731205,75,53.41569261,0.793138731,2,"(1, 3)",TRUE,0.965961478
623,9.03E-06,0.02296641,75,67.43180523,0.8172959,3,"(1, 3)",TRUE,0.962877348
624,9.94E-05,0.166141045,75,62.32883841,0.807476433,2,"(1, 3)",TRUE,0.961868698
625,6.92E-05,0.000524312,75,55.04962437,0.733849573,2,"(1, 3)",TRUE,0.966802674
626,5.53E-05,0.10791657,25,57.36566463,0.780637596,2,"(1, 3)",TRUE,0.964813109
627,2.60E-05,0.038830102,45,61.44553044,0.789953066,2,"(1, 3)",TRUE,0.96595269
628,3.38E-05,0.074086482,75,59.52731107,0.837171036,1,"(1, 2)",TRUE,0.965127652
629,1.59E-05,0.020807278,75,56.29243809,0.749511162,2,"(1, 1)",TRUE,0.952596538
630,4.56E-05,0.15256192,45,63.96834382,0.773047224,2,"(1, 3)",FALSE,0.96400876
631,1.08E-05,0.095960315,75,54.90360627,0.785136662,2,"(1, 3)",TRUE,0.964081007
632,2.04E-05,0.056298633,75,53.5222002,0.82215513,2,"(1, 3)",TRUE,0.965783468
633,7.99E-05,0.179618392,70,57.58131564,0.830327068,2,"(1, 3)",TRUE,0.962260566
634,5.76E-05,0.000818666,45,59.94465015,0.81222128,3,"(1, 3)",TRUE,0.965604292
635,3.02E-05,0.124997858,75,65.71165087,0.761969443,2,"(1, 3)",TRUE,0.964606787
636,8.21E-06,0.729261944,25,60.9227046,0.803360426,2,"(1, 3)",TRUE,0.95325749
637,4.01E-05,0.044276749,75,58.572463,0.797760257,2,"(1, 3)",TRUE,0.966496034
638,1.26E-05,0.080241575,50,54.29767409,0.776363853,1,"(1, 1)",TRUE,0.954383565
639,7.48E-08,0.413209777,45,64.80637741,0.789542321,2,"(1, 2)",FALSE,0.952874488
640,2.15E-05,0.704526308,75,56.64494611,0.739542569,2,"(1, 3)",TRUE,0.958639678
641,7.96E-05,0.023463258,75,52.66557437,0.755195381,2,"(1, 3)",TRUE,0.966080077
642,5.00E-05,0.058758213,45,55.50457553,0.841571811,2,"(1, 3)",TRUE,0.965588022
643,9.95E-05,0.093395861,75,62.90640287,0.817444108,3,"(1, 3)",TRUE,0.964047736
644,1.51E-05,0.017608933,70,58.11804001,0.765607816,2,"(1, 3)",TRUE,0.965611759
645,2.66E-05,0.147744801,75,59.52372043,0.80922645,2,"(1, 3)",TRUE,0.965037505
646,6.48E-05,0.574308047,45,53.42905279,0.767260235,2,"(1, 3)",TRUE,0.958193521
647,4.01E-05,0.206710438,50,56.77045613,0.783621677,2,"(1, 3)",TRUE,0.964094788
648,3.12E-05,0.042195264,75,54.32506989,0.824873755,1,"(1, 1)",FALSE,0.958120141
649,9.47E-06,0.120485125,25,61.73059922,0.832423028,2,"(1, 2)",TRUE,0.96298129
650,5.91E-06,0.065452643,75,52.41027321,0.802676606,2,"(1, 3)",TRUE,0.964023893
651,9.93E-05,0.547991309,45,55.93185956,0.729043712,2,"(1, 3)",TRUE,0.955578746
652,6.99E-05,0.0200987,40,60.22358324,0.743927224,2,"(1, 3)",TRUE,0.965974431
653,1.69E-05,0.001735205,75,57.79222646,0.795162685,3,"(1, 3)",TRUE,0.964366525
654,2.39E-05,0.105195908,75,62.7607987,0.775051434,2,"(1, 3)",TRUE,0.965437323
655,5.03E-05,0.073408572,60,55.54405416,0.815282896,2,"(1, 3)",TRUE,0.965638645
656,3.84E-05,0.755392565,65,58.61171941,0.721422007,2,"(1, 3)",TRUE,0.957879385
657,1.25E-05,0.139167702,45,66.36208276,0.842730691,2,"(1, 3)",FALSE,0.96344474
658,7.24E-06,0.038580037,75,51.78808898,0.7518857,1,"(1, 1)",TRUE,0.950344474
659,1.93E-05,0.17927152,70,63.55701356,0.78681843,2,"(1, 2)",TRUE,0.962994924
660,9.86E-09,0.085247084,20,60.67563954,0.769066091,2,"(1, 3)",TRUE,0.954283381
661,3.06E-05,0.016509564,75,84.15934536,0.809788058,2,"(1, 3)",TRUE,0.965678338
662,7.84E-05,0.923667624,45,54.4410954,0.759261107,2,"(1, 3)",TRUE,0.952561033
663,6.11E-05,0.050696359,50,56.81037656,0.800133712,3,"(1, 3)",TRUE,0.965569046
664,1.12E-07,0.497386514,75,61.55261813,0.822075087,2,"(1, 3)",TRUE,0.954313537
665,9.86E-05,0.000780301,25,64.65988857,0.836457185,2,"(1, 3)",TRUE,0.965907592
666,2.38E-05,0.111748361,75,53.24000976,0.783305761,2,"(1, 3)",FALSE,0.964668687
667,4.83E-05,0.065313026,45,58.66938356,0.794479927,2,"(1, 3)",TRUE,0.965574175
668,1.63E-05,0.027791011,40,57.44371963,0.826703751,1,"(1, 1)",TRUE,0.955404573
669,5.67E-05,0.000294012,65,55.14757954,0.747070781,2,"(1, 2)",TRUE,0.966345409
670,9.06E-06,0.998947087,75,71.87785741,0.735042209,2,"(1, 3)",TRUE,0.943865716
671,3.71E-05,0.606082432,75,67.43884024,0.778534224,2,"(1, 3)",TRUE,0.959204655
672,1.20E-05,0.162447697,45,59.80977839,0.804150364,2,"(1, 3)",TRUE,0.964232691
673,8.33E-05,0.384728762,60,52.00287172,0.81257924,3,"(1, 3)",TRUE,0.959727218
674,2.24E-05,0.093635191,75,62.19198841,0.79109383,2,"(1, 3)",TRUE,0.9648771
675,3.14E-05,0.133457289,70,69.71183502,0.847533933,2,"(1, 3)",FALSE,0.963247592
676,4.35E-06,0.661652957,20,51.09817583,0.774099088,2,"(1, 3)",TRUE,0.953099469
677,4.69E-05,0.241849844,75,56.06922782,0.75596087,2,"(1, 3)",TRUE,0.962995968
678,1.43E-05,0.039357658,45,59.03275778,0.764018914,1,"(1, 1)",TRUE,0.954687874
679,6.09E-05,0.000536044,75,53.73779889,0.835664982,2,"(1, 2)",TRUE,0.966528273
680,9.91E-05,0.071810597,50,57.11656183,0.817969246,2,"(1, 3)",TRUE,0.96390715
681,2.73E-05,0.027686122,25,54.50873261,0.830228102,2,"(1, 3)",TRUE,0.966103833
682,3.76E-05,0.295440998,75,60.9808128,0.770230692,2,"(1, 3)",TRUE,0.962893148
683,1.81E-05,0.212645384,45,63.63574178,0.796964592,3,"(1, 3)",TRUE,0.962556417
684,8.00E-05,0.110098359,40,52.84084139,0.806526845,2,"(1, 3)",FALSE,0.96364866
685,2.63E-09,0.001137025,65,58.09195317,0.791633373,2,"(1, 3)",TRUE,0.953291914
686,5.83E-06,0.056445771,75,55.92826679,0.782788314,2,"(1, 3)",TRUE,0.964116806
687,4.37E-05,0.092238933,75,59.30510837,0.841353406,2,"(1, 3)",TRUE,0.965168648
688,1.08E-05,0.159686926,60,55.32572614,0.749519725,1,"(1, 1)",TRUE,0.95273276
689,6.92E-05,0.1864394,45,51.2045847,0.739126744,2,"(1, 2)",TRUE,0.963021321
690,4.74E-08,0.134894154,75,96.63471135,0.819748639,2,"(1, 3)",TRUE,0.954741872
691,2.44E-05,0.03441329,70,60.25505806,0.801229904,2,"(1, 3)",TRUE,0.965520063
692,7.33E-06,0.078261269,20,68.69741962,0.780916826,2,"(1, 3)",TRUE,0.96418022
693,3.34E-05,0.02057349,75,64.94690118,0.714969635,3,"(1, 3)",FALSE,0.964498537
694,1.42E-05,0.059349141,45,56.7607183,0.764134122,2,"(1, 3)",TRUE,0.965237524
695,3.28E-06,0.116851444,50,53.09347885,0.773387548,2,"(1, 3)",TRUE,0.96239827
696,4.97E-05,0.018284299,75,70.86016427,0.827638296,2,"(1, 3)",TRUE,0.966346501
697,1.88E-05,0.043628992,75,88.4057179,0.813293324,2,"(1, 3)",TRUE,0.965889406
698,9.78E-06,0.080944922,25,62.50570604,0.730815318,1,"(1, 1)",TRUE,0.952298824
699,5.99E-05,0.141077722,45,50.03241175,0.855053305,2,"(1, 2)",TRUE,0.964587231
700,5.29E-07,0.000996124,40,61.12105748,0.78624938,2,"(1, 3)",TRUE,0.955452985
701,2.46E-05,0.000809277,65,54.26285475,0.754592005,2,"(1, 3)",TRUE,0.966641097
702,2.27E-07,0.196933501,75,57.56335593,0.809256512,2,"(1, 3)",FALSE,0.952792268
703,7.57E-05,0.096296627,60,90.23231708,0.846468311,3,"(1, 3)",TRUE,0.964639352
704,3.51E-05,0.80223818,75,52.5536873,0.798415057,2,"(1, 3)",TRUE,0.957434462
705,9.19E-05,0.047390584,45,66.77083791,0.759936919,2,"(1, 3)",TRUE,0.965005865
706,4.20E-05,0.261250122,75,76.33426247,0.822093657,2,"(1, 3)",TRUE,0.962820225
707,1.58E-05,0.452117621,70,59.14730126,0.790345159,2,"(1, 3)",TRUE,0.961106309
708,5.42E-05,0.522363637,75,55.51935347,0.745905918,1,"(1, 1)",TRUE,0.955939788
709,2.03E-05,0.000103672,20,73.46773266,0.834123918,2,"(1, 2)",TRUE,0.965227346
710,3.03E-05,0.340528518,45,65.66292328,0.778083242,2,"(1, 3)",TRUE,0.962274741
711,9.86E-05,0.118788856,75,51.70551643,0.766381674,2,"(1, 3)",FALSE,0.962513007
712,1.38E-06,0.026395738,50,57.9393552,0.721559124,2,"(1, 3)",TRUE,0.962799535
713,6.73E-05,0.063488884,75,53.83545895,0.703085387,3,"(1, 3)",TRUE,0.964956173
714,8.48E-06,0.174591204,25,61.99218035,0.80552685,2,"(1, 3)",TRUE,0.962594292
715,1.24E-05,0.83679865,45,56.41282973,0.816698268,2,"(1, 3)",TRUE,0.953636545
716,5.13E-06,0.101272041,75,64.15872995,0.795167874,2,"(1, 3)",TRUE,0.964064765
717,2.65E-05,0.044706349,65,60.11542893,0.770574645,2,"(1, 3)",TRUE,0.965516874
718,4.48E-05,0.14760561,40,50.9406987,0.787608688,1,"(1, 1)",TRUE,0.958915442
719,9.81E-05,0.01916575,60,54.76501357,0.740334166,2,"(1, 2)",TRUE,0.965508244
720,2.09E-05,0.06009497,75,53.09478786,0.825460374,2,"(1, 3)",TRUE,0.966111857
721,7.96E-05,0.001351169,45,57.99242327,0.841069795,2,"(1, 3)",FALSE,0.96587563
722,3.50E-05,0.081537185,75,50.05069971,0.851027142,2,"(1, 3)",TRUE,0.965450821
723,5.79E-05,0.000978208,75,56.54304588,0.803210356,2,"(1, 3)",TRUE,0.966710085
724,1.56E-05,0.121574433,20,59.1124631,0.779898315,3,"(1, 3)",TRUE,0.962925815
725,1.09E-05,0.220277977,45,61.28260244,0.726544457,2,"(1, 3)",TRUE,0.963441144
726,1.02E-06,0.042761348,50,63.45715748,0.759864461,2,"(1, 3)",TRUE,0.960948681
727,6.37E-06,0.074774023,70,51.79336862,0.8116434,2,"(1, 3)",TRUE,0.96410221
728,3.58E-06,0.159355498,75,54.6369446,0.753086216,1,"(1, 1)",TRUE,0.948338154
729,2.86E-05,0.629850815,75,62.45960308,0.774534891,2,"(1, 2)",FALSE,0.959396196
730,4.20E-05,0.024820973,25,85.62470168,0.794270832,2,"(1, 3)",TRUE,0.965829295
731,6.42E-05,0.098188085,45,55.60378514,0.832578684,2,"(1, 3)",TRUE,0.964778782
732,2.08E-05,0.130552742,65,60.35702843,0.787314524,2,"(1, 3)",TRUE,0.964603034
733,5.59E-09,0.0352014,40,57.11804947,0.821545491,2,"(1, 3)",TRUE,0.952764665
734,8.02E-06,0.961710122,75,58.58738843,0.734273187,3,"(1, 3)",TRUE,0.944616945
735,8.27E-05,0.063882869,75,53.34161722,0.770424744,2,"(1, 3)",TRUE,0.965167107
736,9.91E-05,0.000271164,60,68.14418116,0.800741034,2,"(1, 3)",TRUE,0.966016827
737,5.27E-05,0.018870731,45,52.22699649,0.808403034,2,"(1, 3)",TRUE,0.966367126
738,2.60E-06,0.184682602,75,50.7664516,0.747824129,1,"(1, 2)",FALSE,0.964250067
739,3.12E-05,0.080518043,70,53.85519199,0.845012537,2,"(1, 1)",TRUE,0.957285821
740,1.71E-05,0.106538638,75,59.85618318,0.781169612,2,"(1, 3)",TRUE,0.965084323
741,1.38E-05,0.000391289,20,65.93798056,0.816222507,2,"(1, 3)",TRUE,0.96531385
742,3.94E-05,0.317470089,45,55.34354585,0.827671121,2,"(1, 3)",TRUE,0.96258425
743,2.49E-05,0.050233101,50,56.90729337,0.761500838,2,"(1, 3)",TRUE,0.966091384
744,5.19E-05,0.15518409,75,61.65964209,0.792037991,3,"(1, 3)",TRUE,0.963645864
745,6.89E-05,0.000942794,35,58.4888558,0.837818373,2,"(1, 3)",TRUE,0.966445321
746,1.04E-05,0.230190471,75,63.72484136,0.858060065,2,"(1, 3)",TRUE,0.962473824
747,4.40E-06,0.020118445,25,56.12367715,0.767015734,2,"(1, 3)",FALSE,0.963603804
748,3.76E-05,0.086310713,45,57.72794975,0.785130297,1,"(1, 1)",TRUE,0.958863305
749,2.71E-05,0.041284845,40,54.65883038,0.741373562,2,"(1, 2)",TRUE,0.965372063
750,4.17E-07,0.10576484,75,60.7699727,0.80123413,2,"(1, 3)",TRUE,0.954928022
751,1.87E-05,0.138807154,65,65.14976062,0.706719396,2,"(1, 3)",TRUE,0.96443459
752,9.83E-05,0.197255134,75,52.20817475,0.755276448,2,"(1, 3)",TRUE,0.961417693
753,1.43E-09,0.06427969,45,59.20822383,0.77604965,2,"(1, 3)",TRUE,0.953815338
754,6.61E-06,0.031622368,60,50.89260282,0.806626221,3,"(1, 3)",TRUE,0.961611669
755,1.30E-05,0.124971743,75,50.03833103,0.815292326,2,"(1, 3)",TRUE,0.964528386
756,1.54E-08,0.058034583,75,62.88298845,0.832418612,2,"(1, 3)",FALSE,0.952807701
757,7.32E-05,0.367740816,70,52.91442055,0.819301774,2,"(1, 3)",TRUE,0.959726844
758,2.29E-05,0.01762667,20,54.13958202,0.748444214,2,"(1, 3)",TRUE,0.966265027
759,1.74E-06,0.270826726,45,57.18720597,0.853524407,1,"(1, 1)",TRUE,0.945227365
760,4.56E-05,0.094891115,50,59.86871104,0.796774967,2,"(1, 2)",TRUE,0.964561252
761,9.17E-06,0.001860149,75,67.10264667,0.768391562,2,"(1, 3)",TRUE,0.964748432
762,5.77E-05,0.163151921,35,55.55014986,0.839894258,2,"(1, 3)",TRUE,0.963906152
763,2.64E-08,0.073124953,75,82.98364222,0.826179033,2,"(1, 3)",TRUE,0.954868663
764,3.26E-05,0.00108748,25,64.57217845,0.780347469,3,"(1, 3)",TRUE,0.965116973
765,4.33E-05,0.047865534,45,61.77612941,0.848700271,2,"(1, 3)",FALSE,0.965457702
766,9.90E-05,0.246193204,40,56.32590497,0.81130066,2,"(1, 3)",TRUE,0.960611718
767,8.03E-05,0.118756671,75,57.97261157,0.791099192,2,"(1, 3)",TRUE,0.963768043
768,1.90E-05,0.027201654,65,51.81311137,0.760723323,2,"(1, 1)",TRUE,0.954730696
769,1.43E-05,0.090930827,75,98.28647572,0.730606615,1,"(1, 3)",TRUE,0.96461472
770,2.79E-05,0.046737343,60,53.56886269,0.774091822,2,"(1, 2)",TRUE,0.965684569
771,7.79E-09,0.144918779,45,61.05149529,0.798439044,2,"(1, 3)",TRUE,0.953646798
772,6.47E-05,0.175500749,75,54.88226358,0.782773667,2,"(1, 3)",TRUE,0.963204579
773,3.60E-05,0.017265315,70,58.88405267,0.754666858,2,"(1, 3)",TRUE,0.966738926
774,9.94E-05,0.076318381,75,56.75895588,0.716667342,3,"(1, 3)",FALSE,0.963743216
775,1.12E-05,0.201027183,45,63.04922323,0.788445671,2,"(1, 3)",TRUE,0.963616678
776,3.53E-08,0.889172437,75,60.52756997,0.808279917,2,"(1, 3)",TRUE,0.953151455
777,5.05E-05,0.033470227,50,92.24985645,0.744323195,2,"(1, 3)",TRUE,0.965443396
778,2.41E-05,0.428937703,20,50.92214,0.865443246,2,"(1, 1)",TRUE,0.953926074
779,7.65E-06,0.061580773,75,52.85379646,0.804619228,1,"(1, 3)",TRUE,0.96483428
780,1.53E-05,0.102019979,35,69.76482917,0.822658716,2,"(1, 2)",TRUE,0.963807457
781,8.03E-05,0.398479392,45,58.13299876,0.832720584,2,"(1, 3)",TRUE,0.959245971
782,3.00E-05,0.125811493,25,55.42689696,0.735660223,2,"(1, 3)",TRUE,0.965224257
783,3.83E-06,0.018800929,40,59.56888713,0.764084132,2,"(1, 3)",FALSE,0.963960029
784,9.94E-05,0.288790447,75,77.63261051,0.77514561,3,"(1, 3)",TRUE,0.960504677
785,4.22E-05,0.037171661,65,54.24370681,0.814159232,2,"(1, 3)",TRUE,0.966314994
786,6.70E-05,0.031501613,75,55.96457058,0.708996498,2,"(1, 3)",TRUE,0.965923197
787,5.79E-05,0.011306011,75,54.77667207,0.715032256,2,"(1, 3)",TRUE,0.966407313
788,7.05E-05,7.86E-05,75,57.3709765,0.700662699,2,"(1, 3)",TRUE,0.966569844
789,3.73E-05,0.00306522,75,53.62728769,0.723257896,2,"(1, 3)",TRUE,0.966805491
790,3.38E-05,0.052527239,75,50.05115953,0.722257405,2,"(1, 3)",TRUE,0.965894467
791,4.73E-05,0.000162427,75,51.99403442,0.723491438,2,"(1, 3)",TRUE,0.966990748
792,5.39E-05,0.001452958,75,51.90098756,0.718619056,2,"(1, 3)",TRUE,0.966817041
793,4.85E-05,0.06673591,75,52.62508104,0.73017371,2,"(1, 3)",TRUE,0.965702783
794,2.37E-05,0.019720199,75,51.34551328,0.712537848,2,"(1, 3)",TRUE,0.96573689
795,3.00E-05,0.043520612,75,53.23612644,0.74266432,2,"(1, 3)",TRUE,0.966072098
796,4.08E-05,0.000592963,75,50.757315,0.752601614,2,"(1, 3)",TRUE,0.966439394
797,1.93E-05,0.076751665,75,52.33193614,0.843613433,2,"(1, 3)",TRUE,0.965297893
798,8.48E-05,0.000345718,75,55.02255706,0.709634941,2,"(1, 3)",TRUE,0.965940124
799,4.92E-05,0.035719486,75,56.52892327,0.825222764,2,"(1, 3)",TRUE,0.966074317
800,2.20E-05,0.000181717,75,54.42793541,0.736162848,2,"(1, 3)",TRUE,0.966555553
801,6.17E-05,0.061442094,75,53.73563633,0.701922808,2,"(1, 3)",TRUE,0.965547737
802,9.92E-05,0.023200557,75,55.96314852,0.793749144,2,"(1, 3)",TRUE,0.965101558
803,3.24E-05,0.086872368,75,51.55889704,0.727930627,2,"(1, 3)",TRUE,0.965681398
804,1.00E-04,0.049854709,75,57.2946381,0.757691416,2,"(1, 3)",TRUE,0.964751914
805,4.14E-05,0.001099675,75,50.17878716,0.769759903,2,"(1, 3)",TRUE,0.966905653
806,7.90E-05,0.031341863,75,51.5499167,0.738037859,2,"(1, 3)",TRUE,0.965626744
807,4.52E-05,0.00108431,75,50.69022609,0.768873323,2,"(1, 3)",TRUE,0.966638411
808,6.09E-05,0.07000327,75,50.21404079,0.742092753,2,"(1, 3)",TRUE,0.965410837
809,2.55E-05,0.000349893,60,52.58334633,0.746760407,2,"(1, 3)",TRUE,0.966414779
810,3.76E-05,0.091402226,45,50.79068624,0.750064742,2,"(1, 3)",TRUE,0.965648007
811,1.80E-05,0.019970467,75,55.18288638,0.761891414,2,"(1, 3)",TRUE,0.965837119
812,5.08E-05,0.05040182,75,58.54885016,0.703343806,2,"(1, 3)",TRUE,0.966037241
813,9.99E-05,0.108335513,70,53.65085735,0.758770316,2,"(1, 3)",TRUE,0.962963085
814,7.48E-05,0.054013865,45,52.2685205,0.76620261,2,"(1, 3)",TRUE,0.965534261
815,2.87E-05,0.023935803,20,50.26123599,0.717744521,2,"(1, 3)",TRUE,0.966406213
816,4.31E-05,0.072049089,75,50.01993782,0.732289725,2,"(1, 3)",TRUE,0.965556297
817,1.57E-05,0.083548228,75,56.20370281,0.748793658,2,"(1, 3)",TRUE,0.965376012
818,6.25E-05,0.041449745,35,57.68810062,0.723258934,2,"(1, 3)",TRUE,0.96609627
819,2.60E-05,0.109139878,50,54.55395181,0.773032284,2,"(1, 3)",TRUE,0.965252174
820,2.20E-05,0.025245883,45,59.34378099,0.752636091,2,"(1, 3)",TRUE,0.965814285
821,3.53E-05,0.016114461,75,51.79039635,0.740742987,2,"(1, 3)",TRUE,0.96664131
822,8.06E-05,0.00134273,25,55.58313549,0.78461383,2,"(1, 3)",TRUE,0.966626418
823,5.29E-05,0.046149005,65,53.11819994,0.727624694,2,"(1, 3)",TRUE,0.96639516
